PG.ProteinGroups,Detection_pattern,Target_threshold,Other_threshold_exclusive
Q13421,Broad_detection,0.6,0.2
Q13423,Broad_detection,0.6,0.2
Q13435,Other_unbalanced,0.6,0.2
Q13442,Broad_detection,0.6,0.2
Q13444,Broad_detection,0.6,0.2
Q13449,Sparse,0.6,0.2
Q13459,Sparse,0.6,0.2
Q13464,Other_unbalanced,0.6,0.2
Q13477,Broad_detection,0.6,0.2
Q13492,Other_unbalanced,0.6,0.2
Q13496,Sparse,0.6,0.2
Q13510,Other_unbalanced,0.6,0.2
Q13526,Broad_detection,0.6,0.2
Q13555,Sparse,0.6,0.2
Q13561,Broad_detection,0.6,0.2
Q13573,Sparse,0.6,0.2
Q13576,Broad_detection,0.6,0.2
Q13586,Broad_detection,0.6,0.2
Q13596,Other_unbalanced,0.6,0.2
Q13609,Broad_detection,0.6,0.2
Q13610,Other_unbalanced,0.6,0.2
Q13613,Sparse,0.6,0.2
Q13616,Sparse,0.6,0.2
Q13617,Other_unbalanced,0.6,0.2
Q13618,Other_unbalanced,0.6,0.2
Q13630,Broad_detection,0.6,0.2
Q13636,Sparse,0.6,0.2
Q13637,Other_unbalanced,0.6,0.2
Q13642,Broad_detection,0.6,0.2
Q13683,Other_unbalanced,0.6,0.2
Q13724,Other_unbalanced,0.6,0.2
Q13740,Broad_detection,0.6,0.2
Q13790,Broad_detection,0.6,0.2
Q13795,Broad_detection,0.6,0.2
Q13797,Other_unbalanced,0.6,0.2
Q13813,Other_unbalanced,0.6,0.2
Q13822,Broad_detection,0.6,0.2
Q13835,Broad_detection,0.6,0.2
Q13838,Other_unbalanced,0.6,0.2
Q13867,Broad_detection,0.6,0.2
Q13884,Broad_detection,0.6,0.2
Q13885,Broad_detection,0.6,0.2
Q13939,Other_unbalanced,0.6,0.2
Q13976,Other_unbalanced,0.6,0.2
Q14005,Other_unbalanced,0.6,0.2
Q14008,Other_unbalanced,0.6,0.2
Q14011,Other_unbalanced,0.6,0.2
Q14012,Other_unbalanced,0.6,0.2
Q14019,Broad_detection,0.6,0.2
Q14088,Sparse,0.6,0.2
Q14103,Other_unbalanced,0.6,0.2
Q14108,Sparse,0.6,0.2
Q14112,Broad_detection,0.6,0.2
Q14116,Sparse,0.6,0.2
Q14118,Broad_detection,0.6,0.2
Q14126,Broad_detection,0.6,0.2
Q14134,Sparse,0.6,0.2
Q14137,Other_unbalanced,0.6,0.2
Q14141,Other_unbalanced,0.6,0.2
Q14151,Other_unbalanced,0.6,0.2
Q14152,Other_unbalanced,0.6,0.2
Q14155,Sparse,0.6,0.2
Q14157,Other_unbalanced,0.6,0.2
Q14161,Sparse,0.6,0.2
Q14162,Sparse,0.6,0.2
Q14165,Broad_detection,0.6,0.2
Q14166,Broad_detection,0.6,0.2
Q14203,Broad_detection,0.6,0.2
Q14204,Broad_detection,0.6,0.2
Q14210,Other_unbalanced,0.6,0.2
Q14213,Broad_detection,0.6,0.2
Q14232,Sparse,0.6,0.2
Q14240,Other_unbalanced,0.6,0.2
Q14242,Broad_detection,0.6,0.2
Q14247,Broad_detection,0.6,0.2
Q14254,Broad_detection,0.6,0.2
Q14257,Other_unbalanced,0.6,0.2
Q14258,Other_unbalanced,0.6,0.2
Q14289,Sparse,0.6,0.2
Q14314,Other_unbalanced,0.6,0.2
Q14315,Other_unbalanced,0.6,0.2
Q14318,Sparse,0.6,0.2
Q14344,Broad_detection,0.6,0.2
Q14392,Other_unbalanced,0.6,0.2
Q14393,Broad_detection,0.6,0.2
Q14432,Other_unbalanced,0.6,0.2
Q14444,Sparse,0.6,0.2
Q14498,Sparse,0.6,0.2
Q14515,Broad_detection,0.6,0.2
Q14517,Broad_detection,0.6,0.2
Q14520,Broad_detection,0.6,0.2
Q14554,Broad_detection,0.6,0.2
Q14558,Broad_detection,0.6,0.2
Q14566,Sparse,0.6,0.2
Q14571,Other_unbalanced,0.6,0.2
Q14574,Broad_detection,0.6,0.2
Q14623,Other_unbalanced,0.6,0.2
Q14624,Broad_detection,0.6,0.2
Q14642,Other_unbalanced,0.6,0.2
Q14643,Other_unbalanced,0.6,0.2
Q14644,Broad_detection,0.6,0.2
Q14677,Broad_detection,0.6,0.2
Q14684,Broad_detection,0.6,0.2
Q14696,Broad_detection,0.6,0.2
Q14697,Broad_detection,0.6,0.2
Q14699,Other_unbalanced,0.6,0.2
Q14738,Sparse,0.6,0.2
Q14739,Other_unbalanced,0.6,0.2
Q14761,Other_unbalanced,0.6,0.2
Q14764,Broad_detection,0.6,0.2
Q14766,Broad_detection,0.6,0.2
Q14767,Broad_detection,0.6,0.2
Q14773,Other_unbalanced,0.6,0.2
Q14789,Other_unbalanced,0.6,0.2
Q14847,Broad_detection,0.6,0.2
Q14956,Broad_detection,0.6,0.2
Q14974,Broad_detection,0.6,0.2
Q14980,Sparse,0.6,0.2
Q14BN4,Other_unbalanced,0.6,0.2
Q14C86,Broad_detection,0.6,0.2
Q14CN4,Sparse,0.6,0.2
Q15003,Sparse,0.6,0.2
Q15005,Other_unbalanced,0.6,0.2
Q15008,Broad_detection,0.6,0.2
Q15019,Broad_detection,0.6,0.2
Q15029,Other_unbalanced,0.6,0.2
Q15036,Sparse,0.6,0.2
Q15041,Other_unbalanced,0.6,0.2
Q15042,Sparse,0.6,0.2
Q15046,Other_unbalanced,0.6,0.2
Q15056,Other_unbalanced,0.6,0.2
Q15063,Broad_detection,0.6,0.2
Q15067,Other_unbalanced,0.6,0.2
Q15075,Other_unbalanced,0.6,0.2
Q15080,Other_unbalanced,0.6,0.2
Q15084,Broad_detection,0.6,0.2
Q15102,Other_unbalanced,0.6,0.2
Q15113,Broad_detection,0.6,0.2
Q15118,Sparse,0.6,0.2
Q15120,Sparse,0.6,0.2
Q15121,Other_unbalanced,0.6,0.2
Q15126,Other_unbalanced,0.6,0.2
Q15149,Broad_detection,0.6,0.2
Q15166,Broad_detection,0.6,0.2
Q15172,Other_unbalanced,0.6,0.2
Q15181,Broad_detection,0.6,0.2
Q15185,Broad_detection,0.6,0.2
Q15198,Other_unbalanced,0.6,0.2
Q15208,Other_unbalanced,0.6,0.2
Q15223,Broad_detection,0.6,0.2
Q15233,Other_unbalanced,0.6,0.2
Q15257,Other_unbalanced,0.6,0.2
Q15286,Broad_detection,0.6,0.2
Q15293,Broad_detection,0.6,0.2
Q15311,Sparse,0.6,0.2
Q15323,Sparse,0.6,0.2
Q15363,Other_unbalanced,0.6,0.2
Q15365,Broad_detection,0.6,0.2
Q15366,Broad_detection,0.6,0.2
Q15369,Other_unbalanced,0.6,0.2
Q15370,Sparse,0.6,0.2
Q15382,Other_unbalanced,0.6,0.2
Q15386,Other_unbalanced,0.6,0.2
Q15389,Broad_detection,0.6,0.2
Q15393,Sparse,0.6,0.2
Q15404,Broad_detection,0.6,0.2
Q15417,Broad_detection,0.6,0.2
Q15418,Sparse,0.6,0.2
Q15427,Sparse,0.6,0.2
Q15435,Broad_detection,0.6,0.2
Q15436,Other_unbalanced,0.6,0.2
Q15438,Broad_detection,0.6,0.2
Q15459,Sparse,0.6,0.2
Q15465,Other_unbalanced,0.6,0.2
Q15485,Broad_detection,0.6,0.2
Q15493,Other_unbalanced,0.6,0.2
Q15517,Broad_detection,0.6,0.2
Q15555,Broad_detection,0.6,0.2
Q15582,Broad_detection,0.6,0.2
Q15599,Broad_detection,0.6,0.2
Q15631,Sparse,0.6,0.2
Q15642,Sparse,0.6,0.2
Q15646,Sparse,0.6,0.2
Q15650,Other_unbalanced,0.6,0.2
Q15691,Broad_detection,0.6,0.2
Q15717,Other_unbalanced,0.6,0.2
Q15746,Broad_detection,0.6,0.2
Q15750,Sparse,0.6,0.2
Q15751,Sparse,0.6,0.2
Q15758,Broad_detection,0.6,0.2
Q15762,Other_unbalanced,0.6,0.2
Q15771,Sparse,0.6,0.2
Q15796,Other_unbalanced,0.6,0.2
Q15819,Sparse,0.6,0.2
Q15828,Other_unbalanced,0.6,0.2
Q15833,Broad_detection,0.6,0.2
Q15836,Other_unbalanced,0.6,0.2
Q15843,Other_unbalanced,0.6,0.2
Q15847,Other_unbalanced,0.6,0.2
Q15848,Broad_detection,0.6,0.2
Q15904,Broad_detection,0.6,0.2
Q15907,Broad_detection,0.6,0.2
Q15911,Broad_detection,0.6,0.2
Q15940,Other_unbalanced,0.6,0.2
Q15942,Broad_detection,0.6,0.2
Q16181,Broad_detection,0.6,0.2
Q16186,Sparse,0.6,0.2
Q16270,Broad_detection,0.6,0.2
Q16363,Broad_detection,0.6,0.2
Q16378,Broad_detection,0.6,0.2
Q16394,Other_unbalanced,0.6,0.2
Q16401,Broad_detection,0.6,0.2
Q16512,Other_unbalanced,0.6,0.2
Q16531,Broad_detection,0.6,0.2
Q16537,Sparse,0.6,0.2
Q16539,Other_unbalanced,0.6,0.2
Q16543,Broad_detection,0.6,0.2
Q16555,Other_unbalanced,0.6,0.2
Q16563,Sparse,0.6,0.2
Q16610,Broad_detection,0.6,0.2
Q16627,Broad_detection,0.6,0.2
Q16629,Broad_detection,0.6,0.2
Q16630,Sparse,0.6,0.2
Q16643,Broad_detection,0.6,0.2
Q16644,Other_unbalanced,0.6,0.2
Q16658,Broad_detection,0.6,0.2
Q16666,Sparse,0.6,0.2
Q16674,Broad_detection,0.6,0.2
Q16698,Other_unbalanced,0.6,0.2
Q16706,Broad_detection,0.6,0.2
Q16718,Sparse,0.6,0.2
Q16762,Other_unbalanced,0.6,0.2
Q16769,Other_unbalanced,0.6,0.2
Q16774,Other_unbalanced,0.6,0.2
Q16775,Broad_detection,0.6,0.2
Q16795,Other_unbalanced,0.6,0.2
Q16799,Other_unbalanced,0.6,0.2
Q16820,Broad_detection,0.6,0.2
Q16822,Other_unbalanced,0.6,0.2
Q16827,Broad_detection,0.6,0.2
Q16836,Other_unbalanced,0.6,0.2
Q16851,Broad_detection,0.6,0.2
Q16853,Other_unbalanced,0.6,0.2
Q16881,Other_unbalanced,0.6,0.2
Q16891,Other_unbalanced,0.6,0.2
Q19T08,Other_unbalanced,0.6,0.2
Q1KMD3,Other_unbalanced,0.6,0.2
Q27J81,Broad_detection,0.6,0.2
Q2M2W7,Other_unbalanced,0.6,0.2
Q2NL82,Sparse,0.6,0.2
Q2TAY7,Sparse,0.6,0.2
Q30154,Other_unbalanced,0.6,0.2
Q32MZ4,Other_unbalanced,0.6,0.2
Q32P28,Other_unbalanced,0.6,0.2
Q32P44,Sparse,0.6,0.2
Q3B726,Broad_detection,0.6,0.2
Q3KQU3,Sparse,0.6,0.2
Q3LXA3,Broad_detection,0.6,0.2
Q3SXM5,Sparse,0.6,0.2
Q3SY84,Broad_detection,0.6,0.2
Q3YEC7,Other_unbalanced,0.6,0.2
Q3ZAQ7,Sparse,0.6,0.2
Q3ZCW2,Broad_detection,0.6,0.2
Q49MG5,Other_unbalanced,0.6,0.2
Q4G0F5,Other_unbalanced,0.6,0.2
Q4G148,Other_unbalanced,0.6,0.2
Q4KMP7,Other_unbalanced,0.6,0.2
Q4KMQ2,Other_unbalanced,0.6,0.2
Q4KMZ1,Sparse,0.6,0.2
Q4KWH8,Broad_detection,0.6,0.2
Q4LDE5,Broad_detection,0.6,0.2
Q4LE39,Other_unbalanced,0.6,0.2
Q4U2R6,Sparse,0.6,0.2
Q4V328,Sparse,0.6,0.2
Q4VCS5,Sparse,0.6,0.2
Q504Y2,Broad_detection,0.6,0.2
Q52LJ0,Sparse,0.6,0.2
Q53EL6,Sparse,0.6,0.2
Q53EL9,Broad_detection,0.6,0.2
Q53FA7,Other_unbalanced,0.6,0.2
Q53FT3,Sparse,0.6,0.2
Q53GQ0,Other_unbalanced,0.6,0.2
Q53GS9,Sparse,0.6,0.2
Q53H76,Broad_detection,0.6,0.2
Q53H82,Sparse,0.6,0.2
Q53H96,Sparse,0.6,0.2
Q53QZ3,Sparse,0.6,0.2
Q53RD9,Broad_detection,0.6,0.2
Q53RT3,Broad_detection,0.6,0.2
Q53S08,Other_unbalanced,0.6,0.2
Q53T59,Sparse,0.6,0.2
Q53TN4,Other_unbalanced,0.6,0.2
Q562E7,Other_unbalanced,0.6,0.2
Q562R1,Broad_detection,0.6,0.2
Q5D862,Broad_detection,0.6,0.2
Q5EG05,Sparse,0.6,0.2
Q5FWE3,Other_unbalanced,0.6,0.2
Q5GLZ8,Sparse,0.6,0.2
Q5H9R7,Broad_detection,0.6,0.2
Q5HYC2,Broad_detection,0.6,0.2
Q5HYK9,Other_unbalanced,0.6,0.2
Q5JQS6,Sparse,0.6,0.2
Q5JRA6,Broad_detection,0.6,0.2
Q5JSH3,Broad_detection,0.6,0.2
Q5JSP0,Other_unbalanced,0.6,0.2
Q5JTV8,Other_unbalanced,0.6,0.2
Q5JU69,Other_unbalanced,0.6,0.2
Q5JWF2,Broad_detection,0.6,0.2
Q5KU26,Sparse,0.6,0.2
Q5M775,Sparse,0.6,0.2
Q5QJ74,Broad_detection,0.6,0.2
Q5QJE6,Other_unbalanced,0.6,0.2
Q5R3I4,Sparse,0.6,0.2
Q5SGD2,Broad_detection,0.6,0.2
Q5SQ64,Other_unbalanced,0.6,0.2
Q5SRI9,Other_unbalanced,0.6,0.2
Q5SSJ5,Other_unbalanced,0.6,0.2
Q5SW96,Other_unbalanced,0.6,0.2
Q5SYB0,Broad_detection,0.6,0.2
Q5SZK8,Broad_detection,0.6,0.2
Q5T013,Other_unbalanced,0.6,0.2
Q5T3F8,Sparse,0.6,0.2
Q5T3I0,Sparse,0.6,0.2
Q5T447,Other_unbalanced,0.6,0.2
Q5T4S7,Broad_detection,0.6,0.2
Q5T5C0,Sparse,0.6,0.2
Q5T749,Other_unbalanced,0.6,0.2
Q5T750,Other_unbalanced,0.6,0.2
Q5TC79,Sparse,0.6,0.2
Q5TDH0,Broad_detection,0.6,0.2
Q5TEC6,Broad_detection,0.6,0.2
Q5TEJ8,Sparse,0.6,0.2
Q5TZA2,Sparse,0.6,0.2
Q5VIR6,Sparse,0.6,0.2
Q5VU65,Broad_detection,0.6,0.2
Q5VVQ6,Broad_detection,0.6,0.2
Q5VW32,Other_unbalanced,0.6,0.2
Q5VY43,Sparse,0.6,0.2
Q5VYK3,Other_unbalanced,0.6,0.2
Q5W0V3,Sparse,0.6,0.2
Q5XKE5,Sparse,0.6,0.2
Q5XPI4,Other_unbalanced,0.6,0.2
Q60I27,Other_unbalanced,0.6,0.2
Q629K1,Sparse,0.6,0.2
Q641Q3,Broad_detection,0.6,0.2
Q658P3,Broad_detection,0.6,0.2
Q66K14,Sparse,0.6,0.2
Q66K74,Sparse,0.6,0.2
Q684P5,Other_unbalanced,0.6,0.2
Q68BL7,Other_unbalanced,0.6,0.2
Q68BL8,Broad_detection,0.6,0.2
Q68DL7,Broad_detection,0.6,0.2
Q68EM7,Other_unbalanced,0.6,0.2
Q6AHZ1,Broad_detection,0.6,0.2
Q6AWC2,Other_unbalanced,0.6,0.2
Q6B0K9,Other_unbalanced,0.6,0.2
Q6DD88,Other_unbalanced,0.6,0.2
Q6E0U4,Broad_detection,0.6,0.2
Q6EMK4,Broad_detection,0.6,0.2
Q6FI81,Other_unbalanced,0.6,0.2
Q6GMV3,Sparse,0.6,0.2
Q6IA69,Sparse,0.6,0.2
Q6IAA8,Broad_detection,0.6,0.2
Q6IBS0,Broad_detection,0.6,0.2
Q6ICB0,Sparse,0.6,0.2
Q6ICL3,Other_unbalanced,0.6,0.2
Q6JBY9,Sparse,0.6,0.2
Q6KB66,Broad_detection,0.6,0.2
Q6KCM7;Q9BV35,Other_unbalanced,0.6,0.2
Q6NT04,Other_unbalanced,0.6,0.2
Q6NUJ1,Other_unbalanced,0.6,0.2
Q6NUK1,Sparse,0.6,0.2
Q6NV74,Other_unbalanced,0.6,0.2
Q6NVY1,Sparse,0.6,0.2
Q6NXE6,Sparse,0.6,0.2
Q6NZI2,Other_unbalanced,0.6,0.2
Q6P179,Other_unbalanced,0.6,0.2
Q6P1A2,Sparse,0.6,0.2
Q6P1M0,Other_unbalanced,0.6,0.2
Q6P2E9,Sparse,0.6,0.2
Q6P2Q9,Sparse,0.6,0.2
Q6P3W7,Other_unbalanced,0.6,0.2
Q6P3X3,Sparse,0.6,0.2
Q6P3X8,Broad_detection,0.6,0.2
Q6P4E1,Broad_detection,0.6,0.2
Q6P589,Sparse,0.6,0.2
Q6P988,Broad_detection,0.6,0.2
Q6PCB0,Broad_detection,0.6,0.2
Q6PCE3,Other_unbalanced,0.6,0.2
Q6PD74,Other_unbalanced,0.6,0.2
Q6PI48,Sparse,0.6,0.2
Q6PJW8,Other_unbalanced,0.6,0.2
Q6PL24,Sparse,0.6,0.2
Q6Q0C1,Broad_detection,0.6,0.2
Q6Q788,Broad_detection,0.6,0.2
Q6QNY1,Sparse,0.6,0.2
Q6UB35,Sparse,0.6,0.2
Q6UVK1,Broad_detection,0.6,0.2
Q6UW49,Broad_detection,0.6,0.2
Q6UWD8,Broad_detection,0.6,0.2
Q6UWH4,Other_unbalanced,0.6,0.2
Q6UWK7,Other_unbalanced,0.6,0.2
Q6UWL2,Other_unbalanced,0.6,0.2
Q6UWP2,Sparse,0.6,0.2
Q6UWP8,Broad_detection,0.6,0.2
Q6UWU4,Sparse,0.6,0.2
Q6UX06,Other_unbalanced,0.6,0.2
Q6UX71,Broad_detection,0.6,0.2
Q6UXB8,Broad_detection,0.6,0.2
Q6UXD5,Broad_detection,0.6,0.2
Q6UXH0,Broad_detection,0.6,0.2
Q6UXH8,Other_unbalanced,0.6,0.2
Q6UXI7,Other_unbalanced,0.6,0.2
Q6UXI9,Broad_detection,0.6,0.2
Q6UXK5,Other_unbalanced,0.6,0.2
Q6UXV4,Sparse,0.6,0.2
Q6UY14,Broad_detection,0.6,0.2
Q6V0I7,Broad_detection,0.6,0.2
Q6VY07,Other_unbalanced,0.6,0.2
Q6WN34,Other_unbalanced,0.6,0.2
Q6X4W1,Broad_detection,0.6,0.2
Q6XQN6,Other_unbalanced,0.6,0.2
Q6YHK3,Broad_detection,0.6,0.2
Q6YN16,Sparse,0.6,0.2
Q6ZMY3,Broad_detection,0.6,0.2
Q6ZN30,Broad_detection,0.6,0.2
Q6ZNJ1,Other_unbalanced,0.6,0.2
Q6ZP82,Sparse,0.6,0.2
Q6ZRK6,Broad_detection,0.6,0.2
Q6ZRP7,Broad_detection,0.6,0.2
Q6ZRY4,Sparse,0.6,0.2
Q6ZSZ5,Sparse,0.6,0.2
Q6ZT62,Sparse,0.6,0.2
Q6ZUT6,Sparse,0.6,0.2
Q6ZVL6,Other_unbalanced,0.6,0.2
Q6ZVM7,Other_unbalanced,0.6,0.2
Q6ZVT6,Other_unbalanced,0.6,0.2
Q6ZVX7,Other_unbalanced,0.6,0.2
Q709C8,Broad_detection,0.6,0.2
Q70IA8,Sparse,0.6,0.2
Q70J99,Broad_detection,0.6,0.2
Q71RC9,Other_unbalanced,0.6,0.2
Q76I76,Broad_detection,0.6,0.2
Q76LX8,Broad_detection,0.6,0.2
Q76M96,Broad_detection,0.6,0.2
Q7KZF4,Other_unbalanced,0.6,0.2
Q7KZI7,Sparse,0.6,0.2
Q7L014,Broad_detection,0.6,0.2
Q7L1Q6,Other_unbalanced,0.6,0.2
Q7L1S5,Other_unbalanced,0.6,0.2
Q7L1W4,Sparse,0.6,0.2
Q7L2H7,Sparse,0.6,0.2
Q7L2K0,Sparse,0.6,0.2
Q7L576,Broad_detection,0.6,0.2
Q7L591,Other_unbalanced,0.6,0.2
Q7L5N1,Other_unbalanced,0.6,0.2
Q7L7X3,Other_unbalanced,0.6,0.2
Q7L9L4,Broad_detection,0.6,0.2
Q7LBR1,Broad_detection,0.6,0.2
Q7LDG7,Broad_detection,0.6,0.2
Q7LFX5,Broad_detection,0.6,0.2
Q7LGC8,Broad_detection,0.6,0.2
Q7RTR0,Other_unbalanced,0.6,0.2
Q7Z2W4,Other_unbalanced,0.6,0.2
Q7Z304,Broad_detection,0.6,0.2
Q7Z333,Other_unbalanced,0.6,0.2
Q7Z3B1,Other_unbalanced,0.6,0.2
Q7Z3C6,Other_unbalanced,0.6,0.2
Q7Z3J2,Sparse,0.6,0.2
Q7Z3Y7,Broad_detection,0.6,0.2
Q7Z3Y8,Sparse,0.6,0.2
Q7Z3Z0,Other_unbalanced,0.6,0.2
Q7Z434,Other_unbalanced,0.6,0.2
Q7Z460,Sparse,0.6,0.2
Q7Z478,Sparse,0.6,0.2
Q7Z4F1,Sparse,0.6,0.2
Q7Z4R8,Broad_detection,0.6,0.2
Q7Z4W1,Other_unbalanced,0.6,0.2
Q7Z5L0,Other_unbalanced,0.6,0.2
Q7Z5L7,Broad_detection,0.6,0.2
Q7Z5N4,Other_unbalanced,0.6,0.2
Q7Z5R6,Other_unbalanced,0.6,0.2
Q7Z6Z7,Broad_detection,0.6,0.2
Q7Z794,Broad_detection,0.6,0.2
Q7Z7G0,Broad_detection,0.6,0.2
Q7Z7H5,Other_unbalanced,0.6,0.2
Q7Z7M0,Other_unbalanced,0.6,0.2
Q7Z7M8,Broad_detection,0.6,0.2
Q7Z7M9,Broad_detection,0.6,0.2
Q86SF2,Broad_detection,0.6,0.2
Q86SG5,Broad_detection,0.6,0.2
Q86SJ6,Sparse,0.6,0.2
Q86SQ4,Broad_detection,0.6,0.2
Q86SR1,Other_unbalanced,0.6,0.2
Q86TD4,Other_unbalanced,0.6,0.2
Q86TH1,Broad_detection,0.6,0.2
Q86TP1,Other_unbalanced,0.6,0.2
Q86TY3,Broad_detection,0.6,0.2
Q86U17,Broad_detection,0.6,0.2
Q86U42,Sparse,0.6,0.2
Q86UD1,Broad_detection,0.6,0.2
Q86UE4,Other_unbalanced,0.6,0.2
Q86UP0,Other_unbalanced,0.6,0.2
Q86UP2,Other_unbalanced,0.6,0.2
Q86UT6,Sparse,0.6,0.2
Q86UX2,Broad_detection,0.6,0.2
Q86UX7,Broad_detection,0.6,0.2
Q86V81,Other_unbalanced,0.6,0.2
Q86V88,Sparse,0.6,0.2
Q86VB7,Other_unbalanced,0.6,0.2
Q86VG3,Broad_detection,0.6,0.2
Q86VN1,Sparse,0.6,0.2
Q86VP6,Broad_detection,0.6,0.2
Q86VS8,Sparse,0.6,0.2
Q86WI1,Broad_detection,0.6,0.2
Q86WR7,Sparse,0.6,0.2
Q86WV6,Sparse,0.6,0.2
Q86X29,Broad_detection,0.6,0.2
Q86X55,Other_unbalanced,0.6,0.2
Q86X76,Sparse,0.6,0.2
Q86XI8,Broad_detection,0.6,0.2
Q86XP3,Sparse,0.6,0.2
Q86XP6,Other_unbalanced,0.6,0.2
Q86Y38,Broad_detection,0.6,0.2
Q86Y82,Other_unbalanced,0.6,0.2
Q86YB8,Sparse,0.6,0.2
Q86YQ8,Other_unbalanced,0.6,0.2
Q86YR7,Other_unbalanced,0.6,0.2
Q86YV0,Other_unbalanced,0.6,0.2
Q86YW5,Other_unbalanced,0.6,0.2
Q86YZ3,Broad_detection,0.6,0.2
Q8IUD2,Other_unbalanced,0.6,0.2
Q8IUE6,Other_unbalanced,0.6,0.2
Q8IUI8,Other_unbalanced,0.6,0.2
Q8IUK5,Broad_detection,0.6,0.2
Q8IUK8,Other_unbalanced,0.6,0.2
Q8IUL8,Broad_detection,0.6,0.2
Q8IUR7,Other_unbalanced,0.6,0.2
Q8IUX7,Broad_detection,0.6,0.2
Q8IV08,Other_unbalanced,0.6,0.2
Q8IVB4,Sparse,0.6,0.2
Q8IVF2,Other_unbalanced,0.6,0.2
Q8IVL8,Sparse,0.6,0.2
Q8IVW4,Broad_detection,0.6,0.2
Q8IW45,Other_unbalanced,0.6,0.2
Q8IW75,Other_unbalanced,0.6,0.2
Q8IWA5,Broad_detection,0.6,0.2
Q8IWB7,Sparse,0.6,0.2
Q8IWE2,Broad_detection,0.6,0.2
Q8IWF9,Sparse,0.6,0.2
Q8IWU5,Broad_detection,0.6,0.2
Q8IWV2,Other_unbalanced,0.6,0.2
Q8IX12,Other_unbalanced,0.6,0.2
Q8IXB1,Sparse,0.6,0.2
Q8IXI1,Sparse,0.6,0.2
Q8IXJ6,Sparse,0.6,0.2
Q8IXL6,Broad_detection,0.6,0.2
Q8IY22,Other_unbalanced,0.6,0.2
Q8IYB5,Sparse,0.6,0.2
Q8IYD1,Other_unbalanced,0.6,0.2
Q8IYI6,Broad_detection,0.6,0.2
Q8IYJ2,Other_unbalanced,0.6,0.2
Q8IZ52,Other_unbalanced,0.6,0.2
Q8IZ83,Other_unbalanced,0.6,0.2
Q8IZA0,Broad_detection,0.6,0.2
Q8IZD0,Sparse,0.6,0.2
Q8IZF2,Broad_detection,0.6,0.2
Q8IZF6,Sparse,0.6,0.2
Q8IZH2,Sparse,0.6,0.2
Q8IZP0,Other_unbalanced,0.6,0.2
Q8IZP7,Broad_detection,0.6,0.2
Q8IZP9,Broad_detection,0.6,0.2
Q8IZQ5,Sparse,0.6,0.2
Q8IZS8,Broad_detection,0.6,0.2
Q8N0U8,Sparse,0.6,0.2
Q8N0V3,Sparse,0.6,0.2
Q8N128,Broad_detection,0.6,0.2
Q8N131,Sparse,0.6,0.2
Q8N1E6,Sparse,0.6,0.2
Q8N1F7,Sparse,0.6,0.2
Q8N1G4,Other_unbalanced,0.6,0.2
Q8N1N4,Broad_detection,0.6,0.2
Q8N1Q1,Other_unbalanced,0.6,0.2
Q8N257,Broad_detection,0.6,0.2
Q8N2S1,Other_unbalanced,0.6,0.2
Q8N307,Broad_detection,0.6,0.2
Q8N386,Broad_detection,0.6,0.2
Q8N392,Other_unbalanced,0.6,0.2
Q8N3F0,Other_unbalanced,0.6,0.2
Q8N3T1,Broad_detection,0.6,0.2
Q8N3Y7,Sparse,0.6,0.2
Q8N4P3,Sparse,0.6,0.2
Q8N5C6,Other_unbalanced,0.6,0.2
Q8N5J2,Other_unbalanced,0.6,0.2
Q8N684,Sparse,0.6,0.2
Q8N699,Broad_detection,0.6,0.2
Q8N6C8,Broad_detection,0.6,0.2
Q8N6H7,Sparse,0.6,0.2
Q8N766,Other_unbalanced,0.6,0.2
Q8N7A1,Other_unbalanced,0.6,0.2
Q8N8K9,Other_unbalanced,0.6,0.2
Q8N8M0,Broad_detection,0.6,0.2
Q8N9N7,Broad_detection,0.6,0.2
Q8N9U0,Other_unbalanced,0.6,0.2
Q8NBF2,Other_unbalanced,0.6,0.2
Q8NBJ4,Broad_detection,0.6,0.2
Q8NBJ5,Other_unbalanced,0.6,0.2
Q8NBJ7,Broad_detection,0.6,0.2
Q8NBM8,Other_unbalanced,0.6,0.2
Q8NBP7,Broad_detection,0.6,0.2
Q8NBQ5,Other_unbalanced,0.6,0.2
Q8NBS9,Broad_detection,0.6,0.2
Q8NBX0,Other_unbalanced,0.6,0.2
Q8NBZ7,Broad_detection,0.6,0.2
Q8NC54,Other_unbalanced,0.6,0.2
Q8NCA5,Sparse,0.6,0.2
Q8NCH0,Broad_detection,0.6,0.2
Q8NCW5,Other_unbalanced,0.6,0.2
Q8ND71,Sparse,0.6,0.2
Q8ND76,Sparse,0.6,0.2
Q8NDA2,Broad_detection,0.6,0.2
Q8NDB2,Sparse,0.6,0.2
Q8NDZ4,Other_unbalanced,0.6,0.2
Q8NE71,Other_unbalanced,0.6,0.2
Q8NE86,Sparse,0.6,0.2
Q8NEH6,Broad_detection,0.6,0.2
Q8NEU8,Other_unbalanced,0.6,0.2
Q8NEX9,Other_unbalanced,0.6,0.2
Q8NEZ2,Other_unbalanced,0.6,0.2
Q8NF50,Other_unbalanced,0.6,0.2
Q8NF67,Other_unbalanced,0.6,0.2
Q8NF91,Other_unbalanced,0.6,0.2
Q8NFF5,Sparse,0.6,0.2
Q8NFL0,Broad_detection,0.6,0.2
Q8NFP4,Other_unbalanced,0.6,0.2
Q8NFU3,Sparse,0.6,0.2
Q8NFU4,Broad_detection,0.6,0.2
