"Protein","GeneSymbol","GeneNames_UniProt","ProteinName","UniProt_mapped","Control","N_observed_Control","N_total_Control","Short","N_observed_Short","N_total_Short","Long","N_observed_Long","N_total_Long","Short_minus_Control","Long_minus_Short","Long_minus_Control","Pattern","Pattern_display","logFC","adj.P.Val","Pattern_version","Tolerance_log2"
"Q6ZN30","BNC2","BNC2","Zinc finger protein basonuclin-2",TRUE,15.5051024871463,145,153,15.5660098715279,178,186,15.2577285766806,172,176,0.0609073843816095,-0.308281294847301,-0.247373910465692,"Short_peak","Short-high profile",-0.253181013609394,0.0321794129002044,2,0.05
"Q08722","CD47","CD47 MER6","Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47)",TRUE,7.92595736256528,133,153,8.66897987021613,150,186,8.07403201990318,139,176,0.743022507650859,-0.594947850312955,0.148074657337903,"Short_peak","Short-high profile",-0.402388829694333,0.0321794129002044,2,0.05
"Q6UXI9","NPNT","NPNT EGFL6L POEM UNQ295/PRO334","Nephronectin (Preosteoblast EGF-like repeat protein with MAM domain) (Protein EGFL6-like)",TRUE,11.062409898762,153,153,11.2314163831683,186,186,10.8904971139406,176,176,0.169006484406323,-0.340919269227731,-0.171912784821409,"Short_peak","Short-high profile",-0.303108420719528,0.0321794129002044,2,0.05
"Q6E0U4","DMKN","DMKN UNQ729/PRO1411","Dermokine (Epidermis-specific secreted protein SK30/SK89)",TRUE,9.77117664957767,153,153,10.0704811557373,186,186,9.65134589280485,176,176,0.299304506159631,-0.419135262932443,-0.119830756772812,"Short_peak","Short-high profile",-0.329969550091183,0.0321794129002044,2,0.05
"P35030","PRSS3","PRSS3 PRSS4 TRY3 TRY4","Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsin) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV)",TRUE,11.2572740521598,153,153,11.3830773865535,186,186,11.1421839759529,176,176,0.125803334393749,-0.240893410600604,-0.115090076206855,"Short_peak","Short-high profile",-0.226757645251675,0.0321975382179137,2,0.05
"P16150","SPN","SPN CD43","Leukosialin (GPL115) (Galactoglycoprotein) (GALGP) (Leukocyte sialoglycoprotein) (Sialophorin) (CD antigen CD43) [Cleaved into: CD43 cytoplasmic tail (CD43-ct) (CD43ct)]",TRUE,11.719592557334,153,153,11.8574119282808,186,186,11.536603964944,176,176,0.137819370946785,-0.32080796333682,-0.182988592390036,"Short_peak","Short-high profile",-0.253775326611992,0.0332895480101797,2,0.05
"P98164","LRP2","LRP2","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)",TRUE,10.1960573335716,133,153,10.5018186785521,164,186,10.1392056679413,137,176,0.305761344980471,-0.362613010610705,-0.0568516656302336,"Short_peak","Short-high profile",-0.481314449975043,0.0340384235664396,2,0.05
"Q5D862","FLG2","FLG2 IFPS","Filaggrin-2 (FLG-2) (Intermediate filament-associated and psoriasis-susceptibility protein) (Ifapsoriasin)",TRUE,9.74949112531904,152,153,9.84295971621638,182,186,9.5669363328339,174,176,0.0934685908973396,-0.276023383382478,-0.182554792485139,"Short_peak","Short-high profile",-0.313154762533696,0.0358150852205497,2,0.05
"Q16270","IGFBP7","IGFBP7 MAC25 PSF","Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (IGFBP-rP1) (MAC25 protein) (PGI2-stimulating factor) (Prostacyclin-stimulating factor) (Tumor-derived adhesion factor) (TAF)",TRUE,10.7443260810166,153,153,10.8361631748933,186,186,10.60760995041,176,176,0.0918370938766948,-0.228553224483335,-0.13671613060664,"Short_peak","Short-high profile",-0.28014361831114,0.0362334519700918,2,0.05
"P55291","CDH15","CDH15 CDH14 CDH3","Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)",TRUE,7.82655476606508,149,153,8.03098700177387,177,186,7.68441326926837,169,176,0.204432235708789,-0.346573732505502,-0.142141496796713,"Short_peak","Short-high profile",-0.349854445958238,0.0362334519700918,2,0.05
"Q96EE4","CCDC126","CCDC126 UNQ786/PRO1605","Coiled-coil domain-containing protein 126",TRUE,8.48961229500254,153,153,8.74909192057696,186,186,8.50250203366909,176,176,0.259479625574428,-0.246589886907872,0.0128897386665567,"Short_peak","Short-high profile",-0.198086430051122,0.0369051920761932,2,0.05
"P08195","SLC3A2","SLC3A2 MDU1","Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)",TRUE,7.14506772365912,153,153,7.57229208356799,183,186,7.27485331434341,174,176,0.427224359908871,-0.297438769224578,0.129785590684293,"Short_peak","Short-high profile",-0.238850832608696,0.0369051920761932,2,0.05
"Q9H0B8","CRISPLD2","CRISPLD2 CRISP11 LCRISP2 UNQ2914/PRO1156/PRO9783","Cysteine-rich secretory protein LCCL domain-containing 2 (Cysteine-rich secretory protein 11) (CRISP-11) (LCCL domain-containing cysteine-rich secretory protein 2)",TRUE,7.38782041594811,120,153,7.5697501053432,154,186,7.14675196525439,136,176,0.181929689395097,-0.422998140088811,-0.241068450693715,"Short_peak","Short-high profile",-0.453311755660997,0.0369051920761932,2,0.05
"Q8TER0","SNED1","SNED1","Sushi, nidogen and EGF-like domain-containing protein 1 (Insulin-responsive sequence DNA-binding protein 1) (IRE-BP1)",TRUE,9.05523893501144,153,153,9.41413591990202,186,186,9.12054481093457,176,176,0.358896984890583,-0.293591108967451,0.0653058759231318,"Short_peak","Short-high profile",-0.239364621682418,0.0369051920761932,2,0.05
"Q9NPG4","PCDH12","PCDH12 UNQ395/PRO731","Protocadherin-12 (Vascular cadherin-2) (Vascular endothelial cadherin-2) (VE-cad-2) (VE-cadherin-2) [Cleaved into: Protocadherin-12, secreted form]",TRUE,9.54537483280223,153,153,9.75709726699964,186,186,9.45763849523077,176,176,0.211722434197409,-0.299458771768865,-0.0877363375714566,"Short_peak","Short-high profile",-0.285387676214157,0.0369051920761932,2,0.05
"P08575","PTPRC","PTPRC CD45","Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)",TRUE,10.3467609126518,153,153,10.5054570801153,186,186,10.2260313051219,176,176,0.158696167463468,-0.279425774993351,-0.120729607529883,"Short_peak","Short-high profile",-0.207999322792395,0.0369051920761932,2,0.05
"Q9UBP4","DKK3","DKK3 REIC UNQ258/PRO295","Dickkopf-related protein 3 (Dickkopf-3) (Dkk-3) (hDkk-3)",TRUE,10.6128180355268,153,153,10.7538101685041,186,186,10.4757277388668,176,176,0.140992132977262,-0.278082429637275,-0.137090296660013,"Short_peak","Short-high profile",-0.233401783000335,0.0370321772677373,2,0.05
"P41222","PTGDS","PTGDS PDS","Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)",TRUE,9.64030760407438,153,153,9.84592469021943,186,186,9.60311599439226,176,176,0.20561708614505,-0.24280869582717,-0.0371916096821199,"Short_peak","Short-high profile",-0.194943625925434,0.0379146367242385,2,0.05
"Q13609","DNASE1L3","DNASE1L3 DHP2 DNAS1L3","Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNase I homolog protein DHP2) (Deoxyribonuclease I-like 3) (DNase I-like 3) (Liver and spleen DNase) (LS-DNase) (LSD)",TRUE,7.49313799298042,147,153,7.70443620222212,182,186,7.34115292953852,169,176,0.2112982092417,-0.363283272683604,-0.151985063441904,"Short_peak","Short-high profile",-0.333635306522108,0.0379146367242385,2,0.05
"O75339","CILP","CILP UNQ602/PRO1188","Cartilage intermediate layer protein 1 (CILP-1) (Cartilage intermediate-layer protein) [Cleaved into: Cartilage intermediate layer protein 1 C1; Cartilage intermediate layer protein 1 C2]",TRUE,9.69524984961948,153,153,9.89086134789845,186,186,9.58965303763792,176,176,0.195611498278973,-0.301208310260536,-0.105596811981563,"Short_peak","Short-high profile",-0.27351369897152,0.0380328957309912,2,0.05
"P08238","HSP90AB1","HSP90AB1 HSP90B HSPC2 HSPC3 HSPCB","Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84) (Heat shock protein family C member 3)",TRUE,12.9997469825668,153,153,13.0321421428972,186,186,12.8002563186121,176,176,0.032395160330374,-0.231885824285117,-0.199490663954743,"Long_suppression","Control/Short-similar, Long-low profile",-0.234764218216146,0.0381900572030871,2,0.05
"Q99542","MMP19","MMP19 MMP18 RASI","Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)",TRUE,10.9794009511655,153,153,11.1986872062032,186,186,10.8823029732097,176,176,0.219286255037627,-0.316384232993459,-0.0970979779558316,"Short_peak","Short-high profile",-0.241552947574224,0.0382458119101941,2,0.05
"P04233","CD74","CD74 DHLAG","HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)]",TRUE,9.26670333994879,152,153,9.43196635241518,186,186,9.18421419296657,173,176,0.165263012466395,-0.247752159448616,-0.0824891469822209,"Short_peak","Short-high profile",-0.222200729948437,0.0382458119101941,2,0.05
"O60245","PCDH7","PCDH7 BHPCDH","Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh)",TRUE,6.81780718313274,125,153,7.05427520214583,163,186,6.69504381177721,143,176,0.236468019013087,-0.359231390368618,-0.122763371355531,"Short_peak","Short-high profile",-0.330959017285474,0.0382909821776414,2,0.05
"Q7Z7M9","GALNT5","GALNT5","Polypeptide N-acetylgalactosaminyltransferase 5 (EC 2.4.1.41) (Polypeptide GalNAc transferase 5) (GalNAc-T5) (pp-GaNTase 5) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)",TRUE,7.47215497124775,144,153,7.64054937731578,179,186,7.39928414793574,160,176,0.168394406068026,-0.241265229380034,-0.0728708233120079,"Short_peak","Short-high profile",-0.233993591837632,0.0382909821776414,2,0.05
"P39060","COL18A1","COL18A1","Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]",TRUE,14.1186418903832,153,153,14.2779726102551,186,186,13.9928468403,176,176,0.159330719871827,-0.285125769955037,-0.125795050083211,"Short_peak","Short-high profile",-0.215702776824871,0.0389796815457881,2,0.05
"Q8WWV6","FCAMR","FCAMR FKSG87","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor (Fc alpha/mu receptor) (CD antigen CD351)",TRUE,10.2804249710299,153,153,10.4808328377122,186,186,10.1867032425187,175,176,0.200407866682388,-0.294129595193549,-0.0937217285111611,"Short_peak","Short-high profile",-0.282427471328401,0.0389796815457881,2,0.05
"Q9BYE9","CDHR2","CDHR2 PCDH24 PCLKC","Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24)",TRUE,9.28385281332904,153,153,9.52730646416485,186,186,9.13569962713795,176,176,0.243453650835809,-0.391606837026906,-0.148153186191097,"Short_peak","Short-high profile",-0.380813061372482,0.0389796815457881,2,0.05
"Q9H1Z8","ECRG4","ECRG4 C2orf40 UNQ761/PRO1508","Augurin (Esophageal cancer-related gene 4 protein) (ECRG4)",TRUE,7.33618470673419,141,153,7.47522955385099,169,186,7.20848081970809,150,176,0.139044847116804,-0.266748734142903,-0.127703887026099,"Short_peak","Short-high profile",-0.253334564529744,0.0394516166874149,2,0.05
"Q9UBS9","SUCO","SUCO C1orf9 CH1 OPT SLP1","SUN domain-containing ossification factor (Membrane protein CH1) (Protein osteopotentia homolog) (SUN-like protein 1)",TRUE,7.94300804026073,152,153,8.12352702760114,182,186,7.8364356743284,169,176,0.180518987340409,-0.287091353272735,-0.106572365932326,"Short_peak","Short-high profile",-0.264965397549887,0.0398719515876813,2,0.05
"P01275","GCG","GCG","Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]",TRUE,8.41816804460936,153,153,8.80790515077967,186,186,8.34832205752402,174,176,0.389737106170317,-0.459583093255659,-0.0698459870853423,"Short_peak","Short-high profile",-0.355378844900882,0.0398719515876813,2,0.05
"Q99784","OLFM1","OLFM1 NOE1 NOEL1","Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)",TRUE,8.83959963910521,153,153,9.20009124312681,186,186,8.92583480820761,176,176,0.360491604021597,-0.274256434919195,0.0862351691024017,"Short_peak","Short-high profile",-0.232311989012283,0.0401338173643078,2,0.05
"P60033","CD81","CD81 TAPA1 TSPAN28","CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81)",TRUE,10.6718769131223,151,153,10.8534910479721,183,186,10.5627719815946,171,176,0.181614134849788,-0.2907190663775,-0.109104931527712,"Short_peak","Short-high profile",-0.245966667528393,0.0401338173643078,2,0.05
"O15031","PLXNB2","PLXNB2 KIAA0315","Plexin-B2 (MM1)",TRUE,7.18264472386563,131,153,7.44352283650495,173,186,7.09133085328003,151,176,0.260878112639324,-0.352191983224918,-0.0913138705855943,"Short_peak","Short-high profile",-0.277159877752512,0.0406550179147925,2,0.05
"Q9NQ38","SPINK5","SPINK5","Serine protease inhibitor Kazal-type 5 (Lympho-epithelial Kazal-type-related inhibitor) (LEKTI) [Cleaved into: Hemofiltrate peptide HF6478; Hemofiltrate peptide HF7665]",TRUE,8.83221404291517,153,153,9.01391120801593,186,186,8.73034872106128,172,176,0.181697165100763,-0.283562486954649,-0.101865321853886,"Short_peak","Short-high profile",-0.306565365700257,0.0414059543430883,2,0.05
"Q11201","ST3GAL1","ST3GAL1 SIAT4 SIAT4A","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)",TRUE,8.06835483939109,123,153,8.3050053827858,163,186,7.94525486491023,140,176,0.236650543394713,-0.359750517875574,-0.123099974480861,"Short_peak","Short-high profile",-0.355818971416977,0.0414059543430883,2,0.05
"A6NDG6","PGP","PGP","Phosphoglycolate phosphatase (EC 3.1.3.18) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Glycerol-3-phosphate phosphatase) (G3PP) (EC 3.1.3.21)",TRUE,7.2217505482407,140,153,7.48964332022303,172,186,7.15404456828198,153,176,0.267892771982326,-0.335598751941047,-0.0677059799587214,"Short_peak","Short-high profile",-0.273731301983248,0.0414841770085024,2,0.05
"Q08174","PCDH1","PCDH1","Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42)",TRUE,9.50990105088941,153,153,9.73113125704941,186,186,9.43491868678253,176,176,0.221230206160005,-0.296212570266878,-0.074982364106873,"Short_peak","Short-high profile",-0.280765091853819,0.0415314082900168,2,0.05
"Q8TDL5","BPIFB1","BPIFB1 C20orf114 LPLUNC1 UNQ706/PRO1357","BPI fold-containing family B member 1 (Long palate, lung and nasal epithelium carcinoma-associated protein 1) (von Ebner minor salivary gland protein) (VEMSGP)",TRUE,10.7656182230328,153,153,11.0132488930555,186,186,10.7229471637605,176,176,0.247630670022774,-0.290301729295024,-0.0426710592722497,"Short_peak","Short-high profile",-0.262831734242852,0.0415314082900168,2,0.05
"Q9NRB3","CHST12","CHST12 UNQ500/PRO1017","Carbohydrate sulfotransferase 12 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 2) (Chondroitin 4-sulfotransferase 2) (C4ST-2) (C4ST2) (Sulfotransferase Hlo)",TRUE,9.5519708467819,153,153,9.7196510030829,186,186,9.40144172521049,176,176,0.167680156300998,-0.318209277872404,-0.150529121571406,"Short_peak","Short-high profile",-0.263044446134774,0.0415314082900168,2,0.05
"O14645","DNALI1","DNALI1","Axonemal dynein light intermediate polypeptide 1 (Inner dynein arm light chain, axonemal) (hp28)",TRUE,11.3980164879056,144,153,11.5552700171591,176,186,11.2187667346695,160,176,0.157253529253493,-0.336503282489613,-0.179249753236119,"Short_peak","Short-high profile",-0.314808493026346,0.0415865376229244,2,0.05
"Q15438","CYTH1","CYTH1 D17S811E PSCD1","Cytohesin-1 (PH, SEC7 and coiled-coil domain-containing protein 1) (SEC7 homolog B2-1)",TRUE,9.57951830599933,139,153,9.9767322284463,167,186,9.55568366410759,148,176,0.397213922446978,-0.42104856433871,-0.0238346418917317,"Short_peak","Short-high profile",-0.339959923833076,0.0422401051479944,2,0.05
"P48740","MASP1","MASP1 CRARF CRARF1 PRSS5","Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]",TRUE,13.5811256645111,153,153,13.8129334702904,186,186,13.4907877371127,176,176,0.231807805779354,-0.322145733177678,-0.0903379273983234,"Short_peak","Short-high profile",-0.277617067480957,0.0426134410627061,2,0.05
"Q9BYJ0","FGFBP2","FGFBP2 KSP37 UNQ425/PRO1065","Fibroblast growth factor-binding protein 2 (FGF-BP2) (FGF-binding protein 2) (FGFBP-2) (37 kDa killer-specific secretory protein) (Ksp37) (HBp17-related protein) (HBp17-RP)",TRUE,10.2667114592959,153,153,10.6352748930728,186,186,10.3486506658579,176,176,0.368563433776933,-0.286624227214915,0.0819392065620175,"Short_peak","Short-high profile",-0.272980237252302,0.0429509360730216,2,0.05
"Q15599","NHERF2","NHERF2 SLC9A3R2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)",TRUE,6.96380868289029,138,153,7.06413684774498,163,186,6.71061579122124,147,176,0.100328164854687,-0.353521056523738,-0.253192891669051,"Short_peak","Short-high profile",-0.287811132520919,0.0433108055520944,2,0.05
"P12830","CDH1","CDH1 CDHE UVO","Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]",TRUE,10.5493785658151,153,153,10.7894126277636,186,186,10.5169477099397,176,176,0.24003406194851,-0.272464917823932,-0.0324308558754218,"Short_peak","Short-high profile",-0.26114263492253,0.0435775298467781,2,0.05
"P07307","ASGR2","ASGR2 CLEC4H2","Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2)",TRUE,7.41666224110707,130,153,7.73923703504358,170,186,7.36284134472689,161,176,0.322574793936508,-0.376395690316682,-0.0538208963801736,"Short_peak","Short-high profile",-0.327651646624734,0.0443630474367661,2,0.05
"P27169","PON1","PON1 PON","Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)",TRUE,16.5333740702356,153,153,16.8141731763338,186,186,16.5324876466429,176,176,0.280799106098232,-0.281685529690929,-0.000886423592696417,"Short_peak","Short-high profile",-0.199260730955679,0.0444591551843874,2,0.05
"Q7Z7G0","ABI3BP","ABI3BP NESHBP TARSH","Target of Nesh-SH3 (Tarsh) (ABI gene family member 3-binding protein) (Nesh-binding protein) (NeshBP)",TRUE,13.1937478082797,153,153,13.4038195510978,186,186,13.1713818308534,176,176,0.210071742818064,-0.232437720244416,-0.022365977426352,"Short_peak","Short-high profile",-0.20097481755092,0.0444591551843874,2,0.05
"Q8NFU4","FDCSP","FDCSP C4orf7 UNQ733/PRO1419","Follicular dendritic cell secreted peptide (FDC secreted protein) (FDC-SP)",TRUE,10.793602732304,144,153,10.9809321490469,178,186,10.5420988176062,159,176,0.187329416742893,-0.438833331440655,-0.251503914697762,"Short_peak","Short-high profile",-0.316523061591061,0.0457519317699307,2,0.05
"Q641Q3","METRNL","METRNL","Meteorin-like protein (Subfatin)",TRUE,8.23739085452634,143,153,8.32398645292857,177,186,8.05930180464134,162,176,0.08659559840223,-0.264684648287229,-0.178089049884999,"Short_peak","Short-high profile",-0.296227815109768,0.045908908033961,2,0.05
"P09871","C1S","C1S","Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain (Complement C1s subcomponent chain A); Complement C1s subcomponent light chain (Complement C1s subcomponent chain B)]",TRUE,16.6008305470874,153,153,16.7726127089248,186,186,16.5483234954067,176,176,0.171782161837459,-0.224289213518151,-0.052507051680692,"Short_peak","Short-high profile",-0.220802752235368,0.0459445042393073,2,0.05
"Q9Y6Z7","COLEC10","COLEC10 CLL1 UNQ366/PRO702","Collectin-10 (Collectin liver protein 1) (CL-L1) (Collectin-34) (CL-34)",TRUE,14.4338182409618,153,153,14.645995671881,186,186,14.3428196947357,176,176,0.212177430919185,-0.303175977145269,-0.0909985462260838,"Short_peak","Short-high profile",-0.286338713153581,0.0459445042393073,2,0.05
"P55157","MTTP","MTTP MTP","Microsomal triglyceride transfer protein large subunit",TRUE,7.49061019904573,144,153,7.71411690112952,180,186,7.36372894865384,166,176,0.223506702083794,-0.350387952475681,-0.126881250391887,"Short_peak","Short-high profile",-0.31134046985193,0.0472353559355206,2,0.05
"P15311","EZR","EZR VIL2","Ezrin (Cytovillin) (Villin-2) (p81)",TRUE,8.14018309102019,153,153,8.31322650097989,185,186,8.03083699518722,174,176,0.173043409959698,-0.282389505792672,-0.109346095832974,"Short_peak","Short-high profile",-0.222941052605151,0.0473520498537741,2,0.05
"P51148","RAB5C","RAB5C RABL","Ras-related protein Rab-5C (EC 3.6.5.2) (L1880) (RAB5L)",TRUE,7.2576710539392,133,153,7.45847739194415,170,186,7.12003007911247,154,176,0.200806338004948,-0.338447312831677,-0.13764097482673,"Short_peak","Short-high profile",-0.286829540044971,0.0473520498537741,2,0.05
"P13645","KRT10","KRT10 KPP","Keratin, type I cytoskeletal 10 (Cytokeratin-10) (CK-10) (Keratin-10) (K10)",TRUE,14.4139361159979,153,153,14.4782639520559,186,186,14.2234966356484,176,176,0.0643278360579913,-0.254767316407518,-0.190439480349527,"Short_peak","Short-high profile",-0.318538944006621,0.0473520498537741,2,0.05
"P07333","CSF1R","CSF1R FMS","Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115)",TRUE,11.8168620224529,153,153,11.7777187144491,186,186,11.5477068241368,176,176,-0.0391433080038173,-0.230011890312293,-0.26915519831611,"Long_suppression","Control/Short-similar, Long-low profile",-0.233644655041504,0.0481355782757968,2,0.05
